productCode,name,price,brand,category,variant,quantity,Product_name,Product_data,date_time_pull
817080,HP DeskJet 2720 All-in-One A4 Inkjet Printer with WiFi (3 in 1),74.5,HP,Printer_inkjet,,0,"HP DeskJet 2720 All-in-One A4 Inkjet Printer with WiFi (3 in 1)

Zoom in
Description
The HP DeskJet 2720 All-in-One A4 Inkjet Printer with WiFi (wireless use only possible via a 2.4 GHz and 5.0 GHz connection) can print, copy and scan. This printer uses 2 cartridges: 1 black and 1 combined 3-colour cartridge. You must replace this colour cartridge as soon as 1 colour has run out, even if the other 2 colours have not run out.
Specifications
Brand:
HP
Type:
inkjet printer
Function:
print, copy, scan
Colour:
colour
Display:
LCD screen
Paper tray:
60 sheets
Paper output:
25 sheets
Dimensions:
425 x 304 x 154 mm
Print volume:
1,000 pages
First print (colour):
19 sec
First print (mono):
15 sec
Printing speed (colour):
5.5 ppm
Printing speed (mono):
7.5 ppm
Print resolution:
4800 x 1200 dpi
Scan resolution:
1200 x 1200 dpi
Paper size:
A4
WiFi:
yes
Ethernet:
no
WiFi Direct:
no
ADF:
no
Duplex:
no
Mobile printing:
yes (AirPrint, Mopria, Printer app)
Memory:
86 MB
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
HP 305XL (3YM62AE) high capacity black ink cartridge (123ink version) - €29.50
Order
HP 305XL (3YM63AE) high capacity colour ink cartridge (123ink version) - €29.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
Order now and we'll ship it today!
€ 74.50 (Incl. 23% VAT)
( € 60.57 Excl. 23% VAT ) in stock","{""productCode"":""817080"",""name"":""HP DeskJet 2720 All-in-One A4 Inkjet Printer with WiFi (3 in 1)"",""price"":74.5,""brand"":""HP"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
818956,Canon Pixma MG2550S All-in-One A4 Inkjet Printer (3 in 1),47.5,Canon,Printer_inkjet,,0,"Canon Pixma MG2550S All-in-One A4 Inkjet Printer (3 in 1)

Zoom in
Description
The Canon Pixma MG2550S is an all-in-one photo inkjet printer. This model is particularly suitable for printing photos. In addition, it is of course also possible to print, copy and scan documents. The colour printer ensures high quality photo prints.

This printer is connected by USB, not WiFi or Bluetooth.
Specifications
Brand:
Canon
Type:
inkjet printer
Function:
print, copy, scan
Colour:
colour
Paper tray:
60 sheets
Dimensions:
426 x 306 x 145 mm
Printing speed (colour):
4 ipm
Printing speed (mono):
8 ipm
Print resolution:
4800 x 600 dpi
Scan resolution:
600 x 1200 dpi
Paper size:
A4
WiFi:
no
Ethernet:
no
WiFi Direct:
no
ADF:
no
Duplex:
no
Mobile printing:
no
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
Canon PG-545XL black high capacity ink cartridge (123ink version) - €16.50
Order
Canon CL-546XL high capacity colour cartridge (123ink version) - €17.50
Order
Order Paper
75g Impulse A4 paper, 500 sheets - €4.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
Order now and we'll ship it today!
€ 47.50 (Incl. 23% VAT)
( € 38.62 Excl. 23% VAT ) in stock","{""productCode"":""818956"",""name"":""Canon Pixma MG2550S All-in-One A4 Inkjet Printer (3 in 1)"",""price"":47.5,""brand"":""Canon"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
818968,Canon Pixma MG2555S All-in-One A4 Inkjet Printer (3 in 1),89.5,Canon,Printer_inkjet,,0,"Canon Pixma MG2555S All-in-One A4 Inkjet Printer (3 in 1)

Zoom in
Description
The Canon Pixma MG2555S is an all-in-one inkjet printer and is ideal for home use. This compact model allows you to print, copy and scan. The print speed is 8 pages per minute and the maximum paper input is 60 sheets. Thanks to the automatic Power On / Off functionality, this colour printer consumes less energy. The print resolution is 600 x 4800 dpi and the scan resolution is 600 x 1200 dpi. The printer is equipped with a USB connection and can print up to A4 size. It is very user-friendly and easy to operate.

This printer is connected by USB, not WiFi or Bluetooth. 
Specifications
Brand:
Canon
Type:
inkjet printer
Function:
print, copy, scan
Colour:
colour
Paper tray:
60 sheets
Display:
No
Dimensions:
426 x 306 x 145 mm
Print resolution:
4800 x 600 dpi
Scan resolution:
600 x 1200 dpi
Printing speed (mono):
8 ipm
Printing speed (colour):
4 ipm
Paper size:
A4
WiFi:
no
Ethernet:
no
WiFi Direct:
no
Duplex:
no
Mobile printing:
no
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
Canon PG-545 XL high capacity black ink (123ink version) - €16.50
Order
Canon CL-546 XL high capacity colour ink (123ink version) - €17.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
€ 89.50 (sold out) (Incl. 23% VAT)
( € 72.76 Excl. 23% VAT )","{""productCode"":""818968"",""name"":""Canon Pixma MG2555S All-in-One A4 Inkjet Printer (3 in 1)"",""price"":89.5,""brand"":""Canon"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
819168,Canon Pixma TS3452 All-in-One A4 Inkjet Printer with WiFi (3 in 1),67.5,Canon,Printer_inkjet,,0,"Canon Pixma TS3452 All-in-One A4 Inkjet Printer with WiFi (3 in 1)

Zoom in
Description
The Canon Pixma TS3452 is an all-in-one A4 inkjet printer.This colour printer is compact and stylish, and therefore looks good in any home or office. The printer easily connects to WiFi, allowing you to print the clearest documents in no time. Using AirPrint (iOs), Mopria (Android) or the Canon print app, you can create mobile printing from any room in your home. You can also easily make scans or copies via these apps and if you use the Canon print app you can also check the ink status via the app.
Specifications
Brand:
Canon
Type:
inkjet printer
Function:
print, copy, scan
Colour:
colour
Paper tray:
60 sheets
Display:
LCD screen (3.8cm)
Dimensions:
435 x 327 x 145 mm
Printing speed (colour):
4 ppm
Printing speed (mono):
7.7 ppm
Print resolution:
4800 x 1200 dpi
Scan resolution:
600 x 1200 dpi
Paper size:
A4
WiFi:
yes
Ethernet:
no
WiFi Direct:
no
ADF:
no
Duplex:
no
Mobile printing:
yes (AirPrint, Mopria, Printer app)
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
Order now and we'll ship it today!
€ 67.50 (Incl. 23% VAT)
( € 54.88 Excl. 23% VAT ) in stock","{""productCode"":""819168"",""name"":""Canon Pixma TS3452 All-in-One A4 Inkjet Printer with WiFi (3 in 1)"",""price"":67.5,""brand"":""Canon"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
831682,Epson Expression Home XP-2100 All-in-One A4 Inkjet Printer with WiFi (3 in 1),87.5,Epson,Printer_inkjet,,0,"Epson Expression Home XP-2100 All-in-One A4 Inkjet Printer with WiFi (3 in 1)

Zoom in
Description
The Epson Expression Home XP-2100 is an all-in-one A4 inkjet printer with WiFi. It is a stylish and compact printer that allows you to print, scan and copy. Designed for home use, this model is known for its efficiency, usability and affordable price. Mobile printing is supported, providing great flexibility. Via the Epson Creative Print app, it is also possible to print photos directly from Facebook, create greeting cards or create a colourful collage of photos.
Specifications
Brand:
Epson
Type:
inkjet printer
Function:
print, copy, scan
Colour:
colour
Paper tray:
100 sheets
Dimensions:
390 x 300 x 146 mm
Printing speed (colour):
15 ppm
Printing speed (mono):
27 ppm
Print resolution:
5760 x 1440 dpi
Scan resolution:
1200 x 2400 dpi
Paper size:
A4
WiFi:
yes
Ethernet:
no
WiFi Direct:
yes
ADF:
no
Duplex:
no
Mobile printing:
yes (printer app)
Order ink now
Epson 603XL BK / 603 C/M/Y ink cartridge 4-pack (123ink version) - €59.50
Order
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
Order now and we'll ship it today!
€ 87.50 (Incl. 23% VAT)
( € 71.14 Excl. 23% VAT ) in stock","{""productCode"":""831682"",""name"":""Epson Expression Home XP-2100 All-in-One A4 Inkjet Printer with WiFi (3 in 1)"",""price"":87.5,""brand"":""Epson"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
831691,Epson Expression Home XP-2105 All-in-One Inkjet Printer with WiFi (3 in 1),79.5,Epson,Printer_inkjet,,0,"Epson Expression Home XP-2105 All-in-One Inkjet Printer with WiFi (3 in 1)

Zoom in
Description
When you're looking for an affordable, stylish and easy-to-use printer, the XP-2105 is sure to tick all the boxes. It’s also compact, produces clear and vibrant prints and is capable of mobile printing with WiFi, WiFi Direct and a range of compatible Epson apps.
Specifications
Brand:
Epson
Type:
inkjet printer
Function:
print, copy, scan
Colour:
colour
Paper tray:
100 sheets
Dimensions:
390 x 300 x 146 mm
Printing speed (colour):
15 ppm
Printing speed (mono):
27 ppm
Print resolution:
5760 x 1440 dpi
Scan resolution:
1200 x 2400 dpi
Paper size:
A4
ADF:
no
Duplex:
no
Mobile printing:
yes (printer app)
WiFi:
yes
WiFi Direct:
yes
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
Epson 603XL BK / 603 C/M/Y ink cartridge 4-pack (123ink version) - €59.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
This product is end of life.","{""productCode"":""831691"",""name"":""Epson Expression Home XP-2105 All-in-One Inkjet Printer with WiFi (3 in 1)"",""price"":79.5,""brand"":""Epson"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
831631,Epson Workforce WF-2010W A4 Inkjet Printer with WiFi,92.5,Epson,Printer_inkjet,,0,"Epson Workforce WF-2010W A4 Inkjet Printer with WiFi

Zoom in
Description
The Epson WorkForce WF-2010W is an inkjet printer with WiFi. This printer has a 100-sheet input tray. The compact printer provides excellent sharp colour prints. Due to its compactness, it can be placed almost anywhere. The printer works best in a small business or home office. This Epson printer is known for its durability.
Specifications
Brand:
Epson
Type:
inkjet printer
Function:
print
Colour:
colour
Paper tray:
100 sheets
Paper output:
-
Dimensions:
392 x 264 x 148 mm
Print volume:
3,000 pages
Printing speed (colour):
18 ppm
Printing speed (mono):
34 ppm
Print resolution:
5760 x 1440 dpi
Paper size:
A4
WiFi:
yes
Ethernet:
yes
WiFi Direct:
no
Duplex:
no
Mobile printing:
no
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
Epson 16 (T1626) BK/C/M/Y ink cartridge 4-pack (123ink version) - €34.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
€ 92.50 (sold out) (Incl. 23% VAT)
( € 75.20 Excl. 23% VAT )","{""productCode"":""831631"",""name"":""Epson Workforce WF-2010W A4 Inkjet Printer with WiFi"",""price"":92.5,""brand"":""Epson"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
831684,Epson Expression Home XP-4100 All-in-One A4 Inkjet Printer with WiFi (3 in 1),97.5,Epson,Printer_inkjet,,0,"Epson Expression Home XP-4100 All-in-One A4 Inkjet Printer with WiFi (3 in 1)

Zoom in
Description
The Epson Expression Home XP-4100 is a compact all-in-one A4 inkjet printer. This versatile model can print, scan and copy (double-sided). In addition, mobile printing is supported, allowing you to print directly from your smartphone or tablet. Use the Epson iPrint app and enjoy a lot of flexibility. This printer is specially designed for everyday use at home. Thanks to the space-saving design, you can easily place this device on a desk or table. The printer is easy to operate via the 6.1cm LCD screen.
Specifications
Brand:
Epson
Type:
inkjet printer
Function:
print, copy, scan
Colour:
colour
Paper tray:
100 sheets
Display:
LCD screen (6.1cm)
Dimensions:
375 x 300 x 170 mm
Printing speed (colour):
15 ppm
Printing speed (mono):
33 ppm
Print resolution:
5760 x 1440 dpi
Scan resolution:
1200 x 2400 dpi
Paper size:
A4
WiFi:
yes
Ethernet:
no
WiFi Direct:
yes
ADF:
no
Duplex:
yes (print)
Mobile printing:
yes (AirPrint, Mopria, Printer app)
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
Epson 603XL BK / 603 C/M/Y ink cartridge 4-pack (123ink version) - €59.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
€ 97.50 (sold out) (Incl. 23% VAT)
( € 79.27 Excl. 23% VAT )","{""productCode"":""831684"",""name"":""Epson Expression Home XP-4100 All-in-One A4 Inkjet Printer with WiFi (3 in 1)"",""price"":97.5,""brand"":""Epson"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
841194,HP OfficeJet Pro 8210 A4 Inkjet Printer with WiFi,127.5,HP,Printer_inkjet,,0,"HP OfficeJet Pro 8210 A4 Inkjet Printer with WiFi

Zoom in
Description
HP OfficeJet Pro 8210 is a colour printer that is ideal for small and medium businesses. This inkjet printer has a 250-sheet paper tray and 150-sheet output. Save time and paper by printing double sided. This compact printer can be connected to a wired or wireless network and you can easily print directly from your mobile device.
Specifications
Brand:
HP
Type:
inkjet printer
Function:
print
Colour:
colour
Paper tray:
250 sheets
Paper output:
150 sheets
Display:
graphic display (5.08cm)
Dimensions:
420 x 496 x 203 mm
Print volume:
30,000 pages
Printing speed (mono):
34 ppm
Printing speed (colour):
34 ppm
Print resolution:
2400 x 1200 dpi
Paper size:
A4
WiFi:
yes
Ethernet:
yes
WiFi Direct:
yes
Duplex:
yes (print)
Mobile printing:
yes (AirPrint, Mopria, Printer app)
Memory:
256 MB
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
HP 3HZ52AE (953XL) BK/C/M/Y cartridge 4-pack (123ink version) - €62.50
Order
Extra Information
Ink Cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
Order now and we'll ship it today!
€ 127.50 (Incl. 23% VAT)
( € 103.66 Excl. 23% VAT ) in stock","{""productCode"":""841194"",""name"":""HP OfficeJet Pro 8210 A4 Inkjet Printer with WiFi"",""price"":127.5,""brand"":""HP"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
831686,Epson Workforce WF-2830DWF All-in-One A4 Inkjet Printer with WiFi (4 in 1),102.5,Epson,Printer_inkjet,,0,"Epson Workforce WF-2830DWF All-in-One A4 Inkjet Printer with WiFi (4 in 1)

Zoom in
Description
The Epson WorkForce WF-2830DWF is a 4-in-1 inkjet printer ideal for small offices and home offices. This model is equipped with ADF (automatic document feeder), WiFi and mobile printing functionality. It is a compact and stylish printer that can print, scan, copy and fax. After 10 seconds you have the first print in your hands with a print speed is 33 pages per minute. With the 3.7 cm LCD screen, the printer is easy to operate and you can easily perform all tasks.
Specifications
Brand:
Epson
Type:
inkjet printer
Function:
print, copy, scan, fax
Colour:
colour
Paper tray:
100 sheets
Paper output:
30 sheets
Display:
LCD screen (3.7cm)
Dimensions:
375 x 300 x 218 mm
Print volume:
3,000 pages
Printing speed (colour):
18 ppm
Printing speed (mono):
33 ppm
First print (colour):
16 sec
First print (mono):
10 sec
Print resolution:
5760 x 1440 dpi
Scan resolution:
1200 x 2400 dpi
Fax speed:
33.6 bps
Paper size:
A4
WiFi:
yes
Ethernet:
no
WiFi Direct:
yes
ADF:
yes (30 sheets)
Duplex:
yes (print)
Mobile printing:
yes (AirPrint, printer app)
USB printer cables
This printer does not include a USB cable. 
USB printer cable (2 meters) - €5.50
Order
Order ink now
Epson 603 BK/C/M/Y ink cartridge 4-pack (123ink version) - €59.50
Order
Extra Information
Ink cartridges
Standard paper
USB cable
Downloads
Not all payment methods are available for this product
€ 102.50 (sold out) (Incl. 23% VAT)
( € 83.33 Excl. 23% VAT )","{""productCode"":""831686"",""name"":""Epson Workforce WF-2830DWF All-in-One A4 Inkjet Printer with WiFi (4 in 1)"",""price"":102.5,""brand"":""Epson"",""category"":""Printer_inkjet"",""variant"":"""",""quantity"":0}",44:37.2
